Date,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,E-scooter Count
14/03/2018,19,17.9,54,2.9,2000,8.4,0.04,0.0,0.0,Spring,No Holiday,Yes,1478
18/02/2018,0,-3.6,33,1.7,2000,-17.5,0.0,0.0,0.0,Winter,No Holiday,Yes,99
10/05/2018,14,21.2,47,3.7,1142,9.4,3.22,0.0,0.0,Spring,No Holiday,No,0
04/01/2018,5,-7.6,49,1.3,2000,-16.4,0.0,0.0,0.0,Winter,No Holiday,Yes,66
14/12/2017,3,-10.7,48,0.4,1651,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,80
19/03/2018,18,8.6,55,2.4,1958,0.0,0.09,0.0,0.0,Spring,No Holiday,Yes,1200
21/11/2018,23,3.9,46,2.0,1904,-6.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,571
01/05/2018,3,18.1,85,1.0,284,15.5,0.0,0.0,0.0,Spring,Holiday,Yes,343
19/04/2018,2,8.8,49,0.7,1272,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,281
23/03/2018,3,1.9,81,1.1,525,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,128
30/08/2018,2,24.7,96,1.0,337,24.0,0.0,6.5,0.0,Summer,No Holiday,Yes,80
17/08/2018,0,24.1,45,2.0,2000,11.4,0.0,0.0,0.0,Summer,No Holiday,Yes,1109
09/02/2018,16,6.0,28,1.7,1183,-11.1,1.03,0.0,0.0,Winter,No Holiday,Yes,319
06/10/2018,21,18.5,78,0.1,2000,14.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1731
15/07/2018,22,27.5,77,0.9,1778,23.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1607
25/12/2017,0,-0.6,64,2.4,1010,-6.5,0.0,0.0,0.0,Winter,Holiday,Yes,160
09/05/2018,7,10.0,59,1.1,2000,2.3,0.36,0.0,0.0,Spring,No Holiday,Yes,1333
01/03/2018,16,1.4,33,4.8,1480,-13.1,1.98,0.0,0.0,Spring,Holiday,Yes,460
16/03/2018,2,6.7,72,2.1,2000,1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,178
13/04/2018,23,15.5,27,3.5,2000,-3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,849
02/03/2018,13,2.3,22,3.1,1627,-17.2,2.83,0.0,0.0,Spring,No Holiday,Yes,375
09/06/2018,19,25.7,47,1.8,2000,13.5,0.04,0.0,0.0,Summer,No Holiday,Yes,1058
31/03/2018,2,11.0,73,1.5,816,6.3,0.0,0.0,0.0,Spring,No Holiday,Yes,397
18/02/2018,19,1.5,30,2.6,2000,-14.2,0.0,0.0,0.0,Winter,No Holiday,Yes,238
02/10/2018,18,19.2,48,2.2,2000,7.9,0.28,0.0,0.0,Autumn,No Holiday,No,0
25/12/2017,1,-1.2,57,4.3,1429,-8.6,0.0,0.0,0.0,Winter,Holiday,Yes,132
23/08/2018,9,29.3,54,1.5,2000,19.0,0.82,0.0,0.0,Summer,No Holiday,Yes,924
27/02/2018,23,5.3,53,1.5,582,-3.5,0.0,0.0,0.0,Winter,No Holiday,Yes,310
25/09/2018,16,24.2,28,1.7,2000,4.5,1.86,0.0,0.0,Autumn,Holiday,Yes,1955
27/04/2018,7,10.1,63,0.7,1163,3.3,0.22,0.0,0.0,Spring,No Holiday,Yes,1129
12/12/2017,7,-12.1,50,2.3,1929,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes,280
18/06/2018,2,20.7,76,0.3,920,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,436
08/01/2018,5,0.8,42,1.0,1394,-10.6,0.0,0.0,0.0,Winter,No Holiday,Yes,67
26/09/2018,18,22.1,45,1.5,2000,9.6,0.27,0.0,0.0,Autumn,No Holiday,Yes,2339
09/07/2018,10,21.1,73,1.2,1957,16.0,0.4,0.0,0.0,Summer,No Holiday,Yes,217
13/10/2018,9,10.0,56,1.0,1761,1.6,1.03,0.0,0.0,Autumn,No Holiday,Yes,853
21/08/2018,6,23.8,89,3.3,882,21.8,0.0,1.5,0.0,Summer,No Holiday,Yes,73
11/09/2018,8,17.8,53,1.4,2000,8.0,0.51,0.0,0.0,Autumn,No Holiday,Yes,2369
28/09/2018,19,19.3,61,0.8,2000,11.5,0.01,0.0,0.0,Autumn,No Holiday,No,0
24/12/2017,11,4.6,95,0.8,156,3.8,0.05,0.0,0.0,Winter,Holiday,Yes,9
10/07/2018,4,20.6,97,0.5,1989,20.1,0.0,0.0,0.0,Summer,No Holiday,Yes,133
23/06/2018,16,28.3,48,3.1,1232,16.2,2.41,0.0,0.0,Summer,No Holiday,Yes,1837
03/09/2018,13,24.9,78,1.5,1910,20.7,0.72,0.0,0.0,Autumn,No Holiday,Yes,731
23/09/2018,9,18.4,59,1.0,1951,10.2,0.86,0.0,0.0,Autumn,Holiday,Yes,534
07/06/2018,10,22.0,69,2.0,488,16.0,2.04,0.0,0.0,Summer,No Holiday,Yes,914
13/12/2017,17,-5.6,29,1.7,2000,-20.8,0.18,0.0,0.0,Winter,No Holiday,Yes,392
10/05/2018,12,19.8,49,2.3,1320,8.7,3.17,0.0,0.0,Spring,No Holiday,No,0
05/10/2018,8,16.9,72,1.3,2000,11.8,0.04,0.3,0.0,Autumn,No Holiday,Yes,208
12/09/2018,16,27.8,42,1.7,1974,13.7,1.98,0.0,0.0,Autumn,No Holiday,Yes,1494
12/07/2018,8,26.3,84,2.1,973,23.3,0.48,0.0,0.0,Summer,No Holiday,Yes,1811
06/10/2018,3,16.8,90,3.3,1601,15.1,0.0,2.0,0.0,Autumn,No Holiday,No,0
01/07/2018,7,22.1,89,0.5,1617,20.1,0.08,0.5,0.0,Summer,No Holiday,Yes,25
24/12/2017,7,4.7,89,1.1,100,3.0,0.0,0.0,0.0,Winter,Holiday,Yes,3
06/01/2018,13,0.9,28,2.4,1895,-15.6,1.18,0.0,0.0,Winter,No Holiday,Yes,356
26/05/2018,10,23.2,41,1.1,1440,9.2,2.45,0.0,0.0,Spring,No Holiday,Yes,1010
10/08/2018,20,32.2,52,2.3,2000,21.0,0.02,0.0,0.0,Summer,No Holiday,Yes,1702
20/11/2018,10,5.1,33,1.4,1842,-9.8,1.1,0.0,0.0,Autumn,No Holiday,Yes,659
26/02/2018,20,4.3,32,1.7,1101,-10.9,0.0,0.0,0.0,Winter,No Holiday,Yes,483
07/02/2018,2,-12.5,50,1.0,1722,-20.8,0.0,0.0,0.0,Winter,No Holiday,Yes,83
18/08/2018,11,28.4,35,1.6,2000,11.4,2.82,0.0,0.0,Summer,No Holiday,Yes,857
26/03/2018,10,10.0,70,1.0,187,4.7,1.57,0.0,0.0,Spring,No Holiday,Yes,415
08/04/2018,18,3.0,89,1.5,283,1.3,0.07,1.9,0.0,Spring,No Holiday,Yes,22
05/12/2017,6,-7.4,34,3.2,2000,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes,172
18/04/2018,11,15.5,22,1.4,1762,-6.1,2.82,0.0,0.0,Spring,No Holiday,Yes,845
16/11/2018,20,7.6,76,3.9,603,3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,995
25/02/2018,11,4.3,29,2.6,1293,-12.2,1.87,0.0,0.0,Winter,No Holiday,Yes,244
14/04/2018,22,8.8,77,3.2,1258,4.9,0.0,0.0,0.0,Spring,No Holiday,Yes,586
16/09/2018,19,21.2,87,2.7,479,18.9,0.01,0.0,0.0,Autumn,No Holiday,Yes,852
28/11/2018,9,3.0,30,1.3,1242,-12.9,0.3,0.0,0.0,Autumn,No Holiday,Yes,798
11/05/2018,20,16.7,52,0.9,1328,6.7,0.0,0.0,0.0,Spring,No Holiday,Yes,941
30/03/2018,12,19.1,26,1.6,1704,-0.8,2.73,0.0,0.0,Spring,No Holiday,Yes,939
21/07/2018,9,29.6,57,0.9,977,20.1,1.71,0.0,0.0,Summer,No Holiday,Yes,729
03/05/2018,11,14.7,45,3.0,1799,2.8,1.68,0.0,0.0,Spring,No Holiday,Yes,794
21/02/2018,16,3.7,14,3.9,2000,-21.4,1.71,0.0,0.0,Winter,No Holiday,Yes,409
03/06/2018,17,29.5,29,4.1,1944,9.5,1.84,0.0,0.0,Summer,No Holiday,Yes,2131
31/03/2018,9,12.6,57,0.9,859,4.2,0.98,0.0,0.0,Spring,No Holiday,Yes,642
01/08/2018,6,27.8,73,0.9,1971,22.5,0.01,0.0,0.0,Summer,No Holiday,Yes,622
18/01/2018,21,0.8,45,1.5,1184,-9.8,0.0,0.0,0.0,Winter,No Holiday,Yes,339
27/03/2018,20,13.9,72,2.4,385,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,864
05/05/2018,6,12.3,55,2.1,1972,3.5,0.02,0.0,0.0,Spring,No Holiday,Yes,247
13/07/2018,15,30.2,62,2.4,1806,22.1,1.91,0.0,0.0,Summer,No Holiday,Yes,1094
20/02/2018,9,-1.4,56,1.4,709,-9.0,0.54,0.0,0.0,Winter,No Holiday,Yes,384
16/06/2018,21,23.7,64,1.7,1707,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,2435
27/06/2018,8,19.7,97,1.5,200,19.2,0.25,0.0,0.0,Summer,No Holiday,Yes,1995
16/09/2018,12,23.7,64,1.9,1474,16.4,0.79,0.0,0.0,Autumn,No Holiday,Yes,989
05/10/2018,11,16.1,89,2.4,1112,14.2,0.4,1.5,0.0,Autumn,No Holiday,Yes,29
21/01/2018,14,5.4,18,1.2,1923,-17.0,0.96,0.0,0.0,Winter,No Holiday,Yes,340
04/11/2018,20,12.7,59,1.2,1177,4.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1077
24/08/2018,2,25.4,85,2.0,1453,22.6,0.0,0.8,0.0,Summer,No Holiday,Yes,83
16/04/2018,16,18.5,24,3.0,1773,-2.4,2.27,0.0,0.0,Spring,No Holiday,Yes,1452
29/04/2018,22,15.6,43,2.3,1016,3.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1128
16/03/2018,13,10.4,38,2.4,1959,-3.3,2.99,0.0,0.0,Spring,No Holiday,Yes,715
11/09/2018,2,18.9,52,1.1,2000,8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,435
10/03/2018,4,0.9,81,0.6,620,-1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,91
29/05/2018,18,23.1,68,2.9,1506,16.8,0.42,0.0,0.0,Spring,No Holiday,Yes,2154
15/10/2018,1,12.2,80,1.4,1283,8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,393
04/04/2018,4,14.1,97,1.7,306,13.6,0.0,3.0,0.0,Spring,No Holiday,Yes,14
23/03/2018,19,8.3,48,3.0,779,-2.0,0.06,0.0,0.0,Spring,No Holiday,Yes,932
09/12/2017,13,3.9,36,2.0,1702,-9.8,1.13,0.0,0.0,Winter,No Holiday,Yes,431
22/06/2018,6,18.2,83,0.6,448,15.2,0.06,0.0,0.0,Summer,No Holiday,Yes,710
30/10/2018,1,3.0,55,1.0,2000,-5.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,440
26/02/2018,18,7.2,26,2.3,1398,-11.0,0.33,0.0,0.0,Winter,No Holiday,Yes,929
08/12/2017,23,-3.5,43,0.9,2000,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes,275
12/02/2018,13,-2.7,29,2.9,1961,-18.3,2.29,0.0,0.0,Winter,No Holiday,Yes,246
06/08/2018,21,30.6,70,1.6,1542,24.4,0.0,0.0,0.0,Summer,No Holiday,Yes,1611
11/08/2018,19,33.8,44,2.2,2000,19.8,0.3,0.0,0.0,Summer,No Holiday,Yes,1482
19/03/2018,14,10.1,59,3.3,2000,2.4,0.57,0.0,0.0,Spring,No Holiday,Yes,326
13/02/2018,1,-5.5,60,1.3,1994,-12.0,0.0,0.0,0.0,Winter,No Holiday,Yes,146
06/06/2018,17,27.4,48,2.7,1084,15.4,1.8,0.0,0.0,Summer,Holiday,Yes,2104
25/10/2018,15,20.6,32,1.4,1651,3.3,1.4,0.0,0.0,Autumn,No Holiday,Yes,1275
24/08/2018,5,24.6,88,1.5,1967,22.4,0.0,0.5,0.0,Summer,No Holiday,Yes,45
26/02/2018,14,9.9,25,1.5,1401,-9.2,2.43,0.0,0.0,Winter,No Holiday,Yes,455
23/08/2018,14,30.5,59,2.0,2000,21.5,0.84,0.1,0.0,Summer,No Holiday,Yes,740
17/02/2018,6,-6.2,32,2.5,2000,-20.2,0.0,0.0,0.0,Winter,Holiday,Yes,39
04/08/2018,12,33.2,52,2.5,1514,22.0,1.59,0.0,0.0,Summer,No Holiday,Yes,640
22/03/2018,19,6.2,54,1.8,883,-2.4,0.08,0.0,0.0,Spring,No Holiday,Yes,923
09/02/2018,12,1.6,28,0.5,1193,-14.9,0.88,0.0,0.0,Winter,No Holiday,Yes,260
27/08/2018,17,24.9,82,0.9,2000,21.6,0.67,0.0,0.0,Summer,No Holiday,Yes,1356
15/03/2018,17,10.9,98,1.3,222,10.5,0.09,0.0,0.0,Spring,No Holiday,Yes,411
12/11/2018,20,9.0,48,1.9,1879,-1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1292
22/12/2017,19,5.2,64,0.7,691,-1.0,0.0,0.0,0.0,Winter,Holiday,Yes,481
27/12/2017,19,-5.5,31,2.1,2000,-19.9,0.0,0.0,0.0,Winter,No Holiday,Yes,315
12/01/2018,14,-7.2,28,2.3,1990,-22.6,1.14,0.0,0.0,Winter,No Holiday,Yes,173
25/02/2018,6,-0.8,44,0.6,1541,-11.5,0.0,0.0,0.0,Winter,No Holiday,Yes,54
03/05/2018,9,12.8,52,3.9,1614,3.1,1.65,0.0,0.0,Spring,No Holiday,Yes,1061
13/05/2018,15,19.7,63,2.5,941,12.4,2.01,0.0,0.0,Spring,No Holiday,Yes,2329
02/10/2018,8,11.2,69,0.9,1714,5.7,0.49,0.0,0.0,Autumn,No Holiday,No,0
14/09/2018,3,21.0,76,0.7,1995,16.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,349
17/08/2018,12,30.3,30,1.9,1981,10.7,3.17,0.0,0.0,Summer,No Holiday,Yes,904
02/03/2018,14,3.4,23,2.4,1545,-15.8,2.74,0.0,0.0,Spring,No Holiday,Yes,450
22/04/2018,7,15.0,41,0.3,2000,1.8,0.12,0.0,0.0,Spring,No Holiday,Yes,278
10/11/2018,1,11.2,78,1.1,467,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,679
02/06/2018,21,22.1,44,2.5,2000,9.2,0.0,0.0,0.0,Summer,No Holiday,Yes,2238
03/04/2018,23,15.0,94,1.6,163,14.0,0.0,0.0,0.0,Spring,No Holiday,Yes,454
18/03/2018,18,10.4,47,0.4,824,-0.4,0.14,0.0,0.0,Spring,No Holiday,Yes,365
16/09/2018,0,22.8,82,1.5,935,19.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1014
25/05/2018,23,17.6,55,0.5,1362,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,1209
17/02/2018,20,-2.1,38,2.0,2000,-14.5,0.0,0.0,0.0,Winter,Holiday,Yes,145
11/12/2017,14,-5.4,31,4.1,1945,-19.9,1.13,0.0,0.0,Winter,No Holiday,Yes,253
09/10/2018,10,14.8,51,1.0,1998,4.7,1.07,0.0,0.0,Autumn,Holiday,No,0
20/01/2018,14,5.9,61,3.2,623,-1.0,0.52,0.0,0.0,Winter,No Holiday,Yes,334
03/04/2018,22,16.0,85,2.0,409,13.4,0.0,0.0,0.0,Spring,No Holiday,Yes,1030
18/07/2018,8,25.8,71,0.4,760,20.1,0.93,0.0,0.0,Summer,No Holiday,Yes,1944
09/09/2018,22,21.8,54,1.6,2000,12.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1291
11/12/2017,8,-6.0,38,3.6,1994,-18.0,0.01,0.0,0.0,Winter,No Holiday,Yes,653
12/12/2017,19,-8.2,43,1.1,2000,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes,350
30/12/2017,2,-0.9,84,0.6,230,-3.2,0.0,0.0,0.0,Winter,No Holiday,Yes,192
10/06/2018,7,18.4,68,0.6,2000,12.3,0.04,0.0,0.0,Summer,No Holiday,Yes,313
04/01/2018,15,-1.2,31,0.8,1732,-16.2,0.47,0.0,0.0,Winter,No Holiday,Yes,281
09/01/2018,2,-2.9,66,3.3,1515,-8.3,0.0,0.0,1.0,Winter,No Holiday,Yes,75
01/05/2018,5,18.0,85,0.8,346,15.4,0.0,0.0,0.0,Spring,Holiday,Yes,166
25/08/2018,9,25.3,72,2.4,1220,19.8,1.08,0.0,0.0,Summer,No Holiday,Yes,808
03/07/2018,16,31.3,52,1.2,2000,20.2,1.63,0.0,0.0,Summer,No Holiday,Yes,1325
05/07/2018,15,28.8,66,0.9,1806,21.8,1.55,0.0,0.0,Summer,No Holiday,Yes,1011
22/03/2018,23,3.4,69,1.1,895,-1.7,0.0,0.0,0.0,Spring,No Holiday,Yes,428
18/10/2018,11,15.0,52,1.4,2000,5.2,1.5,0.0,0.0,Autumn,No Holiday,Yes,917
26/03/2018,22,10.7,58,1.4,600,2.7,0.0,0.0,0.0,Spring,No Holiday,Yes,662
08/11/2018,13,11.5,95,2.1,457,10.7,0.32,0.0,0.0,Autumn,No Holiday,Yes,18
14/02/2018,17,6.6,34,2.8,1300,-8.1,0.42,0.0,0.0,Winter,No Holiday,Yes,484
28/05/2018,22,21.1,54,0.6,2000,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes,1881
04/01/2018,21,-3.1,41,2.0,1742,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes,310
02/12/2017,4,-3.8,79,2.0,1167,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,89
19/05/2018,1,11.4,74,1.3,2000,6.9,0.0,0.0,0.0,Spring,No Holiday,Yes,676
07/05/2018,11,20.2,45,1.1,1894,7.8,2.33,0.0,0.0,Spring,No Holiday,Yes,1167
11/12/2017,4,-5.2,35,3.2,2000,-18.3,0.0,0.0,0.0,Winter,No Holiday,Yes,44
20/01/2018,5,-0.3,62,0.6,862,-6.7,0.0,0.0,0.0,Winter,No Holiday,Yes,56
13/08/2018,8,28.0,78,1.1,865,23.7,0.74,0.0,0.0,Summer,No Holiday,Yes,1657
23/09/2018,5,16.3,67,0.8,2000,10.1,0.0,0.0,0.0,Autumn,Holiday,Yes,106
16/08/2018,14,35.3,40,2.0,2000,19.6,3.17,0.0,0.0,Summer,No Holiday,Yes,638
12/02/2018,7,-9.5,35,1.1,2000,-22.1,0.0,0.0,0.0,Winter,No Holiday,Yes,236
19/01/2018,16,4.9,27,2.8,1648,-12.5,0.65,0.0,0.0,Winter,No Holiday,Yes,390
26/11/2018,2,2.8,87,1.1,321,0.8,0.0,0.0,0.3,Autumn,No Holiday,Yes,175
15/10/2018,8,12.0,77,0.4,891,8.0,0.12,0.0,0.0,Autumn,No Holiday,Yes,2070
21/03/2018,23,1.5,86,1.2,1495,-0.5,0.0,0.0,0.0,Spring,No Holiday,Yes,226
19/11/2018,16,9.7,43,2.7,1012,-2.2,0.37,0.0,0.0,Autumn,No Holiday,Yes,968
25/12/2017,6,-4.1,50,3.0,2000,-13.0,0.0,0.0,0.0,Winter,Holiday,Yes,59
10/01/2018,21,-9.4,47,2.0,2000,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes,214
15/06/2018,1,20.6,65,1.2,2000,13.7,0.0,0.0,0.0,Summer,No Holiday,Yes,717
18/02/2018,18,2.8,25,3.0,2000,-15.3,0.22,0.0,0.0,Winter,No Holiday,Yes,310
02/02/2018,5,-6.8,61,0.2,1724,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes,48
03/01/2018,1,-5.0,42,1.2,1993,-15.9,0.0,0.0,0.0,Winter,No Holiday,Yes,130
07/12/2017,11,2.3,69,1.7,628,-2.8,0.63,0.0,0.6,Winter,No Holiday,Yes,333
31/08/2018,15,30.3,41,2.5,1864,15.5,2.72,0.0,0.0,Summer,No Holiday,Yes,1119
28/09/2018,4,14.7,62,1.5,2000,7.4,0.0,0.0,0.0,Autumn,No Holiday,No,0
13/04/2018,1,10.0,23,0.7,2000,-10.2,0.0,0.0,0.0,Spring,No Holiday,Yes,432
14/05/2018,0,12.7,89,1.2,340,10.9,0.0,0.0,0.0,Spring,No Holiday,Yes,581
23/08/2018,10,30.2,52,1.8,2000,19.2,0.93,0.0,0.0,Summer,No Holiday,Yes,551
15/09/2018,9,22.7,72,1.2,2000,17.3,0.59,0.0,0.0,Autumn,No Holiday,Yes,934
08/02/2018,15,1.4,25,2.2,1686,-16.5,1.81,0.0,0.0,Winter,No Holiday,Yes,286
11/08/2018,1,29.0,67,1.1,2000,22.2,0.0,0.0,0.0,Summer,No Holiday,Yes,881
14/07/2018,5,24.8,86,1.6,1170,22.2,0.0,0.0,0.0,Summer,No Holiday,Yes,266
30/11/2018,16,7.2,23,1.5,1945,-12.6,0.72,0.0,0.0,Autumn,No Holiday,Yes,837
26/09/2018,11,20.5,42,2.1,1981,7.1,1.59,0.0,0.0,Autumn,No Holiday,Yes,1152
04/03/2018,9,8.8,97,1.3,196,8.3,0.2,0.2,0.0,Spring,No Holiday,Yes,157
23/11/2018,6,-2.6,40,1.4,2000,-14.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,339
26/02/2018,19,5.5,30,2.7,1150,-10.7,0.01,0.0,0.0,Winter,No Holiday,Yes,619
26/10/2018,2,12.8,59,0.9,1804,4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,434
05/07/2018,10,25.6,75,1.1,1028,20.8,1.22,0.0,0.0,Summer,No Holiday,Yes,827
18/03/2018,8,5.9,58,1.8,861,-1.7,0.11,0.0,0.0,Spring,No Holiday,Yes,293
01/08/2018,16,39.4,39,2.5,1897,22.8,2.42,0.0,0.0,Summer,No Holiday,Yes,561
16/05/2018,1,24.1,67,0.5,686,17.5,0.0,0.0,0.0,Spring,No Holiday,Yes,502
30/08/2018,18,26.1,72,2.4,1066,20.6,0.19,0.0,0.0,Summer,No Holiday,Yes,1887
20/05/2018,10,17.0,37,1.4,2000,2.1,0.94,0.0,0.0,Spring,No Holiday,Yes,899
30/01/2018,3,-10.7,42,1.4,2000,-21.1,0.0,0.0,0.0,Winter,No Holiday,Yes,54
05/04/2018,22,7.2,96,1.0,700,6.5,0.0,0.0,0.0,Spring,No Holiday,Yes,77
08/04/2018,12,6.9,30,1.8,1994,-9.5,0.85,0.0,0.0,Spring,No Holiday,Yes,709
21/09/2018,4,17.9,95,1.7,1298,17.0,0.0,2.5,0.0,Autumn,No Holiday,Yes,24
20/02/2018,23,-0.5,26,3.3,2000,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes,242
07/07/2018,19,26.1,51,1.4,2000,15.1,0.32,0.0,0.0,Summer,No Holiday,Yes,2352
22/10/2018,5,9.4,65,0.8,1659,3.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,202
03/09/2018,11,23.7,86,0.6,1798,21.2,0.31,0.0,0.0,Autumn,No Holiday,Yes,443
29/03/2018,4,12.8,81,0.2,418,9.6,0.0,0.0,0.0,Spring,No Holiday,Yes,109
20/06/2018,18,27.0,55,3.1,1246,17.1,1.26,0.0,0.0,Summer,No Holiday,Yes,3384
11/02/2018,19,-5.2,66,3.1,2000,-10.5,0.0,0.0,0.0,Winter,No Holiday,Yes,147
12/06/2018,14,25.6,45,2.2,1961,12.7,1.39,0.0,0.0,Summer,No Holiday,Yes,1246
13/08/2018,6,26.7,89,0.6,615,24.7,0.0,0.0,0.0,Summer,No Holiday,Yes,594
14/02/2018,18,5.1,34,2.3,1440,-9.5,0.09,0.0,0.0,Winter,No Holiday,Yes,559
06/11/2018,16,16.6,55,1.3,334,7.5,0.66,0.0,0.0,Autumn,No Holiday,No,0
31/03/2018,22,12.8,52,1.5,1616,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes,922
13/10/2018,7,6.2,83,0.8,1100,3.5,0.01,0.0,0.0,Autumn,No Holiday,Yes,412
22/05/2018,19,17.6,93,0.3,331,16.4,0.06,1.5,0.0,Spring,Holiday,Yes,45
27/05/2018,1,19.8,61,1.4,943,12.0,0.0,0.0,0.0,Spring,No Holiday,Yes,799
22/11/2018,22,1.1,33,2.5,2000,-13.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,691
27/03/2018,1,8.7,70,0.9,398,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,278
18/08/2018,9,25.3,42,1.4,1921,11.4,1.7,0.0,0.0,Summer,No Holiday,Yes,771
04/07/2018,14,31.3,58,3.0,1479,22.0,2.46,0.0,0.0,Summer,No Holiday,Yes,1005
27/10/2018,5,8.0,65,1.6,2000,1.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,146
10/03/2018,23,5.1,75,1.4,950,1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,345
16/12/2017,20,-6.6,37,3.4,2000,-18.9,0.0,0.0,0.0,Winter,No Holiday,Yes,143
24/08/2018,13,25.8,78,2.8,2000,21.6,0.95,0.0,0.0,Summer,No Holiday,Yes,274
20/02/2018,4,-1.6,83,0.6,368,-4.1,0.0,0.0,0.0,Winter,No Holiday,Yes,64
24/01/2018,5,-15.6,29,3.7,2000,-29.6,0.0,0.0,0.9,Winter,No Holiday,Yes,34
29/12/2017,22,0.8,77,1.4,293,-2.7,0.0,0.0,0.0,Winter,No Holiday,Yes,294
14/06/2018,2,20.8,73,0.8,829,15.7,0.0,0.0,0.0,Summer,No Holiday,Yes,453
06/11/2018,3,9.4,81,0.3,500,6.2,0.0,0.0,0.0,Autumn,No Holiday,No,0
10/11/2018,18,13.2,57,2.2,618,4.8,0.01,0.0,0.0,Autumn,No Holiday,Yes,1226
03/08/2018,18,34.4,53,3.3,1650,23.4,0.8,0.0,0.0,Summer,No Holiday,Yes,1920
11/06/2018,11,23.2,52,1.4,2000,12.7,1.53,0.0,0.0,Summer,No Holiday,Yes,1107
06/08/2018,23,29.4,79,1.2,777,25.3,0.0,2.0,0.0,Summer,No Holiday,Yes,969
16/06/2018,7,17.0,60,1.1,1993,9.1,0.47,0.0,0.0,Summer,No Holiday,Yes,583
02/12/2017,14,7.3,35,1.3,1955,-7.1,0.99,0.0,0.0,Winter,No Holiday,Yes,611
22/07/2018,12,35.5,39,1.9,1803,19.4,3.05,0.0,0.0,Summer,No Holiday,Yes,560
14/03/2018,11,17.5,55,2.1,1892,8.3,1.35,0.0,0.0,Spring,No Holiday,Yes,643
09/08/2018,5,27.8,82,1.0,1599,24.4,0.0,0.0,0.0,Summer,No Holiday,Yes,292
13/03/2018,10,10.9,40,0.5,714,-2.1,0.55,0.0,0.0,Spring,No Holiday,Yes,428
24/11/2018,21,2.6,85,1.1,674,0.3,0.0,0.0,3.2,Autumn,No Holiday,Yes,392
18/08/2018,8,23.2,47,1.0,2000,11.2,0.93,0.0,0.0,Summer,No Holiday,Yes,754
27/01/2018,20,-7.6,36,1.7,1858,-20.1,0.0,0.0,0.0,Winter,No Holiday,Yes,117
26/07/2018,1,27.6,79,1.0,1261,23.6,0.0,0.0,0.0,Summer,No Holiday,Yes,718
11/07/2018,8,25.1,97,0.8,490,24.5,0.26,0.0,0.0,Summer,No Holiday,Yes,827
27/05/2018,13,24.3,37,2.3,1583,8.6,2.22,0.0,0.0,Spring,No Holiday,Yes,1579
23/11/2018,22,2.0,30,1.3,1995,-13.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,729
01/11/2018,20,9.9,53,1.7,1868,0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1269
01/10/2018,4,13.7,56,1.9,2000,5.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,143
